StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,participant,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,,session,date,expName,psychopyVersion,frameRate
,,,,51,0,51,0,,,,,,,,,,,,,673.3556397,None,,,,,,,,,,,,,,,,,,,,,,quick,D_new,51,248,670.2730208,None,670.2730208,None,670.2730208,sing17a,2,2.377669963,670.2730208,None,672.7055539,None,672.7055539,None,673.2224544,None,673.2224544,None,673.2224544,None,n,0.100168875,673.2224544,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,52,0,52,0,,,,,,,,,,,,,676.4399593,None,,,,,,,,,,,,,,,,,,,,,,worker,D_new,52,356,673.8767338,None,673.8767338,None,673.8767338,sing17a,1,1.501846738,673.8767338,None,675.4289535,None,675.4289535,None,675.9565519,None,675.9565519,None,675.9565519,None,n,0.43756049,675.9565519,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,53,0,53,0,,,,,,,,,,,,,678.7074065,None,,,,,,,,,,,,,,,,,,,,,,curve,A_silent,53,82,676.9567565,None,676.9567565,None,676.9567565,sing17a,1,0.693638739,676.9567565,None,677.6949726,None,677.6949726,None,678.2073027,None,678.2073027,None,678.2073027,None,n,0.467033651,678.2073027,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,54,0,54,0,,,,,,,,,,,,,683.0588232,None,,,,,,,,,,,,,,,,,,,,,,rough,C_sing,54,266,679.2243354,None,679.2243354,None,679.2243354,sing17a,6,3.065630404,679.2243354,None,682.331328,None,682.331328,None,682.8585485,None,682.8585485,None,682.8585485,None,f,0.167294582,682.8585485,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,55,0,55,0,,,,,,,,,,,,,685.509425,None,,,,,,,,,,,,,,,,,,,,,,crisis,A_silent,55,79,683.5758036,None,683.5758036,None,683.5758036,sing17a,6,1.31403589,683.5758036,None,684.9426547,None,684.9426547,None,685.4595245,None,685.4595245,None,685.4595245,None,r,0.006804441,685.4595245,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,56,0,56,0,,,,,,,,,,,,,688.3437703,None,,,,,,,,,,,,,,,,,,,,,,degree,D_new,56,89,686.0262801,None,686.0262801,None,686.0262801,sing17a,3,1.271182435,686.0262801,None,687.3601477,None,687.3601477,None,687.8768701,None,687.8768701,None,687.8768701,None,n,0.420549854,687.8768701,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,57,0,57,0,,,,,,,,,,,,,691.4280537,None,,,,,,,,,,,,,,,,,,,,,,article,D_new,57,11,688.8620113,None,688.8620113,None,688.8620113,sing17a,2,1.483362568,688.8620113,None,690.3995767,None,690.3995767,None,690.9277779,None,690.9277779,None,690.9277779,None,n,0.466147602,690.9277779,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,58,0,58,0,,,,,,,,,,,,,697.2131853,None,,,,,,,,,,,,,,,,,,,,,,community,D_new,58,63,691.9458605,None,691.9458605,None,691.9458605,sing17a,1,4.391898053,691.9458605,None,696.3841976,None,696.3841976,None,696.8963787,None,696.8963787,None,696.8963787,None,n,0.273519313,696.8963787,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,59,0,59,0,,,,,,,,,,,,,699.5306652,None,,,,,,,,,,,,,,,,,,,,,,sleep,B_aloud,59,290,697.7311977,None,697.7311977,None,697.7311977,sing17a,1,0.790560117,697.7311977,None,698.5802867,None,698.5802867,None,699.0969904,None,699.0969904,None,699.0969904,None,n,0.400405548,699.0969904,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,60,0,60,0,,,,,,,,,,,,,702.7982475,None,,,,,,,,,,,,,,,,,,,,,,contract,A_silent,60,68,700.0491084,None,700.0491084,None,700.0491084,sing17a,4,1.983601107,700.0491084,None,702.0979981,None,702.0979981,None,702.6148122,None,702.6148122,None,702.6148122,None,f,0.145902532,702.6148122,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,61,0,61,0,,,,,,,,,,,,,705.4490067,None,,,,,,,,,,,,,,,,,,,,,,foundation,D_new,61,132,703.3167276,None,703.3167276,None,703.3167276,sing17a,1,1.211896498,703.3167276,None,704.5819948,None,704.5819948,None,705.0988089,None,705.0988089,None,705.0988089,None,n,0.310100143,705.0988089,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,62,0,62,0,,,,,,,,,,,,,708.8057467,None,,,,,,,,,,,,,,,,,,,,,,design,C_sing,62,91,705.9657162,None,705.9657162,None,705.9657162,sing17a,4,1.746675375,705.9657162,None,707.7665491,None,707.7665491,None,708.2832649,None,708.2832649,None,708.2832649,None,f,0.485038875,708.2832649,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,63,0,63,0,,,,,,,,,,,,,711.6874364,None,,,,,,,,,,,,,,,,,,,,,,range,D_new,63,251,709.3336042,None,709.3336042,None,709.3336042,sing17a,1,1.483214219,709.3336042,None,710.8673518,None,710.8673518,None,711.3843177,None,711.3843177,None,711.3843177,None,n,0.279573926,711.3843177,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,64,0,64,0,,,,,,,,,,,,,715.1520822,None,,,,,,,,,,,,,,,,,,,,,,marriage,C_sing,64,179,712.2179831,None,712.2179831,None,712.2179831,sing17a,6,1.950348013,712.2179831,None,714.2183778,None,714.2183778,None,714.7352656,None,714.7352656,None,714.7352656,None,f,0.36867015,714.7352656,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,65,0,65,0,,,,,,,,,,,,,717.4527751,None,,,,,,,,,,,,,,,,,,,,,,rural,D_new,65,269,715.6690614,None,715.6690614,None,715.6690614,sing17a,1,0.995161722,715.6690614,None,716.7079219,None,716.7079219,None,717.2359999,None,717.2359999,None,717.2359999,None,n,0.172184487,717.2359999,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,66,0,66,0,,,,,,,,,,,,,720.5203629,None,,,,,,,,,,,,,,,,,,,,,,patient,D_new,66,213,717.9698513,None,717.9698513,None,717.9698513,sing17a,1,0.845937986,717.9698513,None,718.8697969,None,718.8697969,None,719.3866545,None,719.3866545,None,719.3866545,None,n,1.093575605,719.3866545,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,67,0,67,0,,,,,,,,,,,,,723.5546775,None,,,,,,,,,,,,,,,,,,,,,,trial,C_sing,67,341,721.0371929,None,721.0371929,None,721.0371929,sing17a,6,1.850741743,721.0371929,None,722.9377906,None,722.9377906,None,723.4544999,None,723.4544999,None,723.4544999,None,f,0.057737762,723.4544999,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,68,0,68,0,,,,,,,,,,,,,730.6234176,None,,,,,,,,,,,,,,,,,,,,,,payment,B_aloud,68,215,724.0718243,None,724.0718243,None,724.0718243,sing17a,6,4.992097095,724.0718243,None,729.1230376,None,729.1230376,None,729.6397916,None,729.6397916,None,729.6397916,None,r,0.943401754,729.6397916,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,69,0,69,0,,,,,,,,,,,,,733.0241603,None,,,,,,,,,,,,,,,,,,,,,,volume,D_new,69,349,731.1411967,None,731.1411967,None,731.1411967,sing17a,1,0.961751882,731.1411967,None,732.1572837,None,732.1572837,None,732.6741681,None,732.6741681,None,732.6741681,None,n,0.316992598,732.6741681,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,70,0,70,0,,,,,,,,,,,,,736.8421991,None,,,,,,,,,,,,,,,,,,,,,,court,B_aloud,70,75,733.5410898,None,733.5410898,None,733.5410898,sing17a,6,1.705790259,733.5410898,None,735.3082481,None,735.3082481,None,735.8251735,None,735.8251735,None,735.8251735,None,r,0.981660447,735.8251735,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,71,0,71,0,,,,,,,,,,,,,739.5262328,None,,,,,,,,,,,,,,,,,,,,,,throw,D_new,71,330,737.3589407,None,737.3589407,None,737.3589407,sing17a,1,1.111717671,737.3589407,None,738.5163737,None,738.5163737,None,739.0427231,None,739.0427231,None,739.0427231,None,n,0.444193568,739.0427231,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,72,0,72,0,,,,,,,,,,,,,741.7936045,None,,,,,,,,,,,,,,,,,,,,,,under,C_sing,72,343,740.0431956,None,740.0431956,None,740.0431956,sing17a,1,0.851228463,740.0431956,None,740.9433249,None,740.9433249,None,741.4602482,None,741.4602482,None,741.4602482,None,n,0.290992101,741.4602482,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,73,0,73,0,,,,,,,,,,,,,743.8609507,None,,,,,,,,,,,,,,,,,,,,,,addition,D_new,73,2,742.3110717,None,742.3110717,None,742.3110717,sing17a,1,0.735178827,742.3110717,None,743.1106693,None,743.1106693,None,743.6274855,None,743.6274855,None,743.6274855,None,n,0.195054737,743.6274855,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,74,0,74,0,,,,,,,,,,,,,745.9447963,None,,,,,,,,,,,,,,,,,,,,,,command,A_silent,74,60,744.3790589,None,744.3790589,None,744.3790589,sing17a,1,0.803045344,744.3790589,None,745.2343942,None,745.2343942,None,745.7615267,None,745.7615267,None,745.7615267,None,n,0.141323941,745.7615267,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,75,0,75,0,,,,,,,,,,,,,748.0454625,None,,,,,,,,,,,,,,,,,,,,,,figure,D_new,75,128,746.4619388,None,746.4619388,None,746.4619388,sing17a,1,0.920070287,746.4619388,None,747.445418,None,747.445418,None,747.9620159,None,747.9620159,None,747.9620159,None,n,0.044397276,747.9620159,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,76,0,76,0,,,,,,,,,,,,,750.8463435,None,,,,,,,,,,,,,,,,,,,,,,crowd,A_silent,76,81,748.5622293,None,748.5622293,None,748.5622293,sing17a,2,1.44407321,748.5622293,None,750.0628454,None,750.0628454,None,750.5797154,None,750.5797154,None,750.5797154,None,n,0.218208932,750.5797154,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,77,0,77,0,,,,,,,,,,,,,753.2305346,None,,,,,,,,,,,,,,,,,,,,,,answer,D_new,77,8,751.3632372,None,751.3632372,None,751.3632372,sing17a,2,1.186464826,751.3632372,None,752.6136148,None,752.6136148,None,753.1330848,None,753.1330848,None,753.1330848,None,n,0.048647136,753.1330848,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,78,0,78,0,,,,,,,,,,,,,756.6149086,None,,,,,,,,,,,,,,,,,,,,,,science,A_silent,78,275,753.7478528,None,753.7478528,None,753.7478528,sing17a,2,1.906477888,753.7478528,None,755.7044937,None,755.7044937,None,756.2314658,None,756.2314658,None,756.2314658,None,n,0.342531256,756.2314658,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,79,0,79,0,,,,,,,,,,,,,759.8826267,None,,,,,,,,,,,,,,,,,,,,,,recall,C_sing,79,255,757.1319245,None,757.1319245,None,757.1319245,sing17a,6,1.59388723,757.1319245,None,758.7822675,None,758.7822675,None,759.2989516,None,759.2989516,None,759.2989516,None,r,0.538329601,759.2989516,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,80,0,80,0,,,,,,,,,,,,,762.1666144,None,,,,,,,,,,,,,,,,,,,,,,dance,A_silent,80,84,760.3994203,None,760.3994203,None,760.3994203,sing17a,1,1.150279592,760.3994203,None,761.587042,None,761.587042,None,762.1164536,None,762.1164536,None,762.1164536,None,n,0.009015053,762.1164536,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,81,0,81,0,,,,,,,,,,,,,764.8840406,None,,,,,,,,,,,,,,,,,,,,,,broad,D_new,81,31,762.6833358,None,762.6833358,None,762.6833358,sing17a,1,0.729822417,762.6833358,None,763.4670455,None,763.4670455,None,763.9837473,None,763.9837473,None,763.9837473,None,n,0.853238477,763.9837473,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,82,0,82,0,,,,,,,,,,,,,766.7847083,None,,,,,,,,,,,,,,,,,,,,,,cover,D_new,82,77,765.4010276,None,765.4010276,None,765.4010276,sing17a,1,0.660282702,765.4010276,None,766.1178,None,766.1178,None,766.6346616,None,766.6346616,None,766.6346616,None,n,0.106861666,766.6346616,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,83,0,83,0,,,,,,,,,,,,,769.0519584,None,,,,,,,,,,,,,,,,,,,,,,music,D_new,83,196,767.3028615,None,767.3028615,None,767.3028615,sing17a,1,0.678001182,767.3028615,None,768.0350805,None,768.0350805,None,768.5519777,None,768.5519777,None,768.5519777,None,n,0.452726255,768.5519777,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,84,0,84,0,,,,,,,,,,,,,771.4028404,None,,,,,,,,,,,,,,,,,,,,,,estate,D_new,84,119,769.5688686,None,769.5688686,None,769.5688686,sing17a,1,0.692518816,769.5688686,None,770.3191929,None,770.3191929,None,770.8359759,None,770.8359759,None,770.8359759,None,n,0.528712757,770.8359759,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,85,0,85,0,,,,,,,,,,,,,773.336611,None,,,,,,,,,,,,,,,,,,,,,,cross,A_silent,85,80,771.9198283,None,771.9198283,None,771.9198283,sing17a,1,0.749396654,771.9198283,None,772.7198709,None,772.7198709,None,773.236732,None,773.236732,None,773.236732,None,n,0.063964981,773.236732,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,86,0,86,0,,,,,,,,,,,,,776.2042119,None,,,,,,,,,,,,,,,,,,,,,,enemy,C_sing,86,113,773.8534332,None,773.8534332,None,773.8534332,sing17a,4,1.735001244,773.8534332,None,775.6256338,None,775.6256338,None,776.1541463,None,776.1541463,None,776.1541463,None,f,0.00221621,776.1541463,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,87,0,87,0,,,,,,,,,,,,,778.5050156,None,,,,,,,,,,,,,,,,,,,,,,display,D_new,87,98,776.7210671,None,776.7210671,None,776.7210671,sing17a,1,1.163044411,776.7210671,None,777.9220337,None,777.9220337,None,778.4381688,None,778.4381688,None,778.4381688,None,n,0.030216769,778.4381688,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,88,0,88,0,,,,,,,,,,,,,781.2891052,None,,,,,,,,,,,,,,,,,,,,,,column,D_new,88,57,779.0232708,None,779.0232708,None,779.0232708,sing17a,1,1.212974125,779.0232708,None,780.277363,None,780.277363,None,780.8055922,None,780.8055922,None,780.8055922,None,n,0.446646762,780.8055922,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,89,0,89,0,,,,,,,,,,,,,783.739953,None,,,,,,,,,,,,,,,,,,,,,,character,D_new,89,46,781.8079673,None,781.8079673,None,781.8079673,sing17a,1,0.651987311,781.8079673,None,782.5228752,None,782.5228752,None,783.0396915,None,783.0396915,None,783.0396915,None,n,0.652203147,783.0396915,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,90,0,90,0,,,,,,,,,,,,,785.6738882,None,,,,,,,,,,,,,,,,,,,,,,shock,D_new,90,284,784.2572563,None,784.2572563,None,784.2572563,sing17a,1,0.699025005,784.2572563,None,785.0069152,None,785.0069152,None,785.5237613,None,785.5237613,None,785.5237613,None,n,0.104067301,785.5237613,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,91,0,91,0,,,,,,,,,,,,,788.2745833,None,,,,,,,,,,,,,,,,,,,,,,substance,B_aloud,91,313,786.1920371,None,786.1920371,None,786.1920371,sing17a,6,1.427704796,786.1920371,None,787.6744197,None,787.6744197,None,788.1911999,None,788.1911999,None,788.1911999,None,r,0.044915718,788.1911999,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,92,0,92,0,,,,,,,,,,,,,790.6587886,None,,,,,,,,,,,,,,,,,,,,,,short,D_new,92,285,788.7913348,None,788.7913348,None,788.7913348,sing17a,1,0.780441003,788.7913348,None,789.6251683,None,789.6251683,None,790.1418284,None,790.1418284,None,790.1418284,None,n,0.469687442,790.1418284,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,93,0,93,0,,,,,,,,,,,,,792.609396,None,,,,,,,,,,,,,,,,,,,,,,population,D_new,93,227,791.1773854,None,791.1773854,None,791.1773854,sing17a,1,0.698662064,791.1773854,None,791.9145599,None,791.9145599,None,792.443361,None,792.443361,None,792.443361,None,n,0.128188406,792.443361,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,94,0,94,0,,,,,,,,,,,,,794.5765168,None,,,,,,,,,,,,,,,,,,,,,,primary,C_sing,94,234,793.1270141,None,793.1270141,None,793.1270141,sing17a,1,0.708890962,793.1270141,None,793.880789,None,793.880789,None,794.3930736,None,794.3930736,None,794.3930736,None,n,0.138198358,794.3930736,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,95,0,95,0,,,,,,,,,,,,,796.7441457,None,,,,,,,,,,,,,,,,,,,,,,victory,C_sing,95,346,795.0939746,None,795.0939746,None,795.0939746,sing17a,1,0.685220501,795.0939746,None,795.8436024,None,795.8436024,None,796.3605318,None,796.3605318,None,796.3605318,None,n,0.3467948,796.3605318,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,96,0,96,0,,,,,,,,,,,,,798.5111056,None,,,,,,,,,,,,,,,,,,,,,,industry,D_new,96,161,797.2615933,None,797.2615933,None,797.2615933,sing17a,1,0.61364216,797.2615933,None,797.9160017,None,797.9160017,None,798.4443117,None,798.4443117,None,798.4443117,None,n,0.03092057,798.4443117,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,97,0,97,0,,,,,,,,,,,,,800.6950718,None,,,,,,,,,,,,,,,,,,,,,,stand,B_aloud,97,302,799.0288739,None,799.0288739,None,799.0288739,sing17a,1,0.726497481,799.0288739,None,799.8115734,None,799.8115734,None,800.3283212,None,800.3283212,None,800.3283212,None,n,0.330762891,800.3283212,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,98,0,98,0,,,,,,,,,,,,,803.4292894,None,,,,,,,,,,,,,,,,,,,,,,public,A_silent,98,244,801.2119603,None,801.2119603,None,801.2119603,sing17a,3,1.591729489,801.2119603,None,802.8624939,None,802.8624939,None,803.3793568,None,803.3793568,None,803.3793568,None,f,0.008280463,803.3793568,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,99,0,99,0,,,,,,,,,,,,,805.8468187,None,,,,,,,,,,,,,,,,,,,,,,still,B_aloud,99,304,803.946667,None,803.946667,None,803.946667,sing17a,1,1.208857996,803.946667,None,805.2026616,None,805.2026616,None,805.7301222,None,805.7301222,None,805.7301222,None,n,0.073387137,805.7301222,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,100,0,100,0,,,,,,,,,,,,,808.0641923,None,,,,,,,,,,,,,,,,,,,,,,message,D_new,100,189,806.3636621,None,806.3636621,None,806.3636621,sing17a,1,0.959614356,806.3636621,None,807.3806379,None,807.3806379,None,807.897308,None,807.897308,None,807.897308,None,n,0.129334142,807.897308,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,101,0,101,0,,,,,,,,,,,,,811.0651325,None,,,,,,,,,,,,,,,,,,,,,,pancakes,B_aloud,101,210,808.5827654,None,808.5827654,None,808.5827654,sing17a,6,1.356512409,808.5827654,None,809.9979477,None,809.9979477,None,810.5149313,None,810.5149313,None,810.5149313,None,r,0.511585495,810.5149313,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,102,0,102,0,,,,,,,,,,,,,813.4825285,None,,,,,,,,,,,,,,,,,,,,,,education,C_sing,102,108,811.5825288,None,811.5825288,None,811.5825288,sing17a,1,1.187689557,811.5825288,None,812.8218632,None,812.8218632,None,813.3493488,None,813.3493488,None,813.3493488,None,n,0.093257138,813.3493488,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,103,0,103,0,,,,,,,,,,,,,815.8665967,None,,,,,,,,,,,,,,,,,,,,,,generation,D_new,103,136,814.0043584,None,814.0043584,None,814.0043584,sing17a,1,0.534310506,814.0043584,None,814.5875384,None,814.5875384,None,815.0995276,None,815.0995276,None,815.0995276,None,n,0.718581825,815.0995276,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,104,0,104,0,,,,,,,,,,,,,818.9007365,None,,,,,,,,,,,,,,,,,,,,,,judge,A_silent,104,166,816.3872772,None,816.3872772,None,816.3872772,sing17a,3,1.750620763,816.3872772,None,818.2005275,None,818.2005275,None,818.7193985,None,818.7193985,None,818.7193985,None,f,0.146814082,818.7193985,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,105,0,105,0,,,,,,,,,,,,,821.434921,None,,,,,,,,,,,,,,,,,,,,,,burden,D_new,105,36,819.4178077,None,819.4178077,None,819.4178077,sing17a,1,1.02483579,819.4178077,None,820.4850016,None,820.4850016,None,821.0014343,None,821.0014343,None,821.0014343,None,n,0.384316104,821.0014343,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,106,0,106,0,,,,,,,,,,,,,823.7355268,None,,,,,,,,,,,,,,,,,,,,,,gesture,D_new,106,137,821.9530973,None,821.9530973,None,821.9530973,sing17a,1,0.584672825,821.9530973,None,822.6019329,None,822.6019329,None,823.1188064,None,823.1188064,None,823.1188064,None,n,0.578843068,823.1188064,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,107,0,107,0,,,,,,,,,,,,,825.6695985,None,,,,,,,,,,,,,,,,,,,,,,surface,C_sing,107,316,824.2534612,None,824.2534612,None,824.2534612,sing17a,1,0.757010325,824.2534612,None,825.0694106,None,825.0694106,None,825.586253,None,825.586253,None,825.586253,None,n,0.047374199,825.586253,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
,,,,108,0,108,0,,,,,,,,,,,,,827.8035632,None,,,,,,,,,,,,,,,,,,,,,,reading,D_new,108,254,826.1874849,None,826.1874849,None,826.1874849,sing17a,1,0.878042234,826.1874849,None,827.1200977,None,827.1200977,None,827.6367858,None,827.6367858,None,827.6367858,None,n,0.125424208,827.6367858,None,,1,2019_Nov_01_1429,ProdFawcett_Revision2019,3.2.4,59.98679148
