StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.rt,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate
83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,1954.755045,None,light,6,84,silent,yellow,1952.75445,None,None,,1952.75445,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,1957.257759,None,gesture,61,85,silent,red,1955.25573,None,None,,1955.25573,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,1959.776795,None,skill,18,86,silent,yellow,1957.772358,None,None,,1957.772358,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,1962.279413,None,country,53,87,silent,blue,1960.279057,None,None,,1960.279057,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,1964.781842,None,generation,67,88,silent,red,1962.779918,None,None,,1962.779918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,1967.301116,None,level,83,89,silent,red,1965.286864,None,None,,1965.286864,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,1969.803539,None,device,68,90,silent,red,1967.803578,None,None,,1967.803578,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.304449,None,k,130.059466,1970.304449,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2109.359384,None,,,,,,,,,,,,,,,,,,pancakes,10,1,silent,old,yellow,2100.892657,None,2100.892657,None,5,5.9832948,2100.892657,None,5.9832948,2106.910012,None,2107.432853,None,2107.432853,None,r,1.8989551,2107.432853,None,1.8989551,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,2114.347757,None,,,,,,,,,,,,,,,,,,narrow,7,2,silent,old,yellow,2109.860977,None,2109.860977,None,4,3.4069343,2109.860977,None,3.4069343,2113.298863,None,2113.817763,None,2113.817763,None,f,0.5141066,2113.817763,None,0.5141066,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,2119.903217,None,,,,,,,,,,,,,,,,,,instrument,133,3,silent,new,null,2114.857661,None,2114.857661,None,1,3.4982341,2114.857661,None,3.4982341,2118.385932,None,2118.893077,None,2118.893077,None,n,0.9908161,2118.893077,None,0.9908161,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,2124.324293,None,,,,,,,,,,,,,,,,,,weight,21,4,silent,old,yellow,2120.406293,None,2120.406293,None,5,2.2055336,2120.406293,None,2.2055336,2122.640276,None,2123.148425,None,2123.148425,None,r,1.1594698,2123.148425,None,1.1594698,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,2128.511795,None,,,,,,,,,,,,,,,,,,master,157,5,silent,new,null,2124.834746,None,2124.834746,None,1,1.7690869,2124.834746,None,1.7690869,2126.628702,None,2127.144916,None,2127.144916,None,n,1.3469595,2127.144916,None,1.3469595,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,2133.933797,None,,,,,,,,,,,,,,,,,,waste,167,6,silent,new,null,2129.02229,None,2129.02229,None,3,3.9896268,2129.02229,None,3.9896268,2133.042096,None,2133.550316,None,2133.550316,None,f,0.3575014,2133.550316,None,0.3575014,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,2140.840463,None,,,,,,,,,,,,,,,,,,death,143,7,silent,new,null,2134.437571,None,2134.437571,None,2,5.2702471,2134.437571,None,5.2702471,2139.724269,None,2140.22367,None,2140.22367,None,f,0.5881994,2140.22367,None,0.5881994,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,2147.080395,None,,,,,,,,,,,,,,,,,,season,2,8,silent,old,yellow,2141.347814,None,2141.347814,None,3,4.3360821,2141.347814,None,4.3360821,2145.717792,None,2146.22961,None,2146.22961,None,r,0.8222448,2146.22961,None,0.8222448,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
